DEPARTAMENTO,RUTA,CÓDIGO DE TRAMO,TRAMO,PR Inicial,PR Final,SECTOR,RED PAVIMENTADA MUY BUENO (KMS),RED PAVIMENTADA BUENO (KMS),RED PAVIMENTADA REGULAR (KMS),RED PAVIMENTADA MALO (KMS),RED PAVIMENTADA MUY MALO (KMS),RED NO PAVIMENTADA MUY BUENO (KMS),RED NO PAVIMENTADA BUENO (KMS),RED NO PAVIMENTADA REGULAR (KMS),RED NO PAVIMENTADA MALO (KMS),RED NO PAVIMENTADA MUY MALO (KMS),TOTAL PAVIMENTO,TOTAL NO PAVIMENTADO,RED EN INTERVENCIÓN,LONGITUD TOTAL CALIFICADA,LONGITUD TOTAL INVENTARIO,CALZADA UNICA,CALZADA IZQUIERDA,CALZADA DERECHA,"DISTANCIA
EFECTIVA"
ANTIOQUIA,25,2509,La Pintada - Medellín,64+0000,72+0084,Primavera - Medellín (*),13.69,2.24,0,0,0,0,0,0,0,0,15.93,0,,15.93,8.04,0,8.02,7.91,7.91
ANTIOQUIA,25,2510,Medellín - Los Llanos,52+0474,87+1295,Hoyo Rico - Los Llanos,0,2.97,27.72,4.96,0,0,0,0,0,0,35.66,0,,35.66,35.657,35.65,0,0,35.65
ANTIOQUIA,25,2511,Los Llanos - Tarazá,0+0000,124+0705,Los Llanos - Tarazá,0,13.75,91.66,18.99,0,0,0,0,0,0,124.4,0,,124.4,124.4,124.4,0,0,124.4
ANTIOQUIA,25,2512,Tarazá - Caucasia,0+0000,63+0966,Tarazá - Caucasia,0,55.54,5.69,1.98,0,0,0,0,0,0,63.2,0,,63.2,63.202,63.2,0,0,63.2
ANTIOQUIA,56,5601,Medellín - Don Diego - La Unión - Sonsón,49+0000,103+0000,La Unión - Sonsón (*),0,4.17,30.13,20.62,0,0,0,0,0,0,54.92,0,,54.92,55.174,52.45,1.23,1.23,53.68
ANTIOQUIA,60,6003,La Mansa - Te de Amagá - Primavera,0+0000,44+0200,La Mansa - Bolombolo,1.41,11.43,20.57,7.88,0,0,0,2.488,0,0,41.28,2.49,,43.77,44.3,47.69,0,0,47.69
ANTIOQUIA,60,6003,La Mansa - Te de Amagá - Primavera,88+0100,95+0031,Camilo C sectores no entregados en concesion,0,1.7,1.93,0.15,0,0,0,0,0,0,3.78,0,,3.78,3.78,11.06,3.07,3.01,14.07
ANTIOQUIA,60,6005,Santuario - Cruce Ruta 45 (Caño Alegre),3+0000,135+0600,Peaje Cocorna - Cruce Ruta 45 (Caño Alegre),0,5,0,128,0,0,0,0,0,0,133,0,,133,132.6,133,0,0,133
ANTIOQUIA,62,6204,Santa Fe de Antioquia - Medellín,16+0000,71+0000,Santa Fe de Antioquia - Medellín,0,1,18.56,34.83,1,0,0,0,0,0,55.4,0,,55.4,55.39,55.4,0,0,55.4
ANTIOQUIA,62,6205,Cruce Ruta 25 (Hatillo) - Cisneros,9+0000,9+0700,Paso Nacional por Barbosa,0,0,0.7,0,0,0,0,0,0,0,0.7,0,,0.7,0.7,0.7,0,0,0.7
ANTIOQUIA,62,6205,Cruce Ruta 25 (Hatillo) - Cisneros,53+0000,54+1158,Paso Nacional por Cisneros,0,0,0.19,2.12,0,0,0,0,0,0,2.31,0,,2.31,2.33,2.31,0,0,2.31
ANTIOQUIA,62,6206,Cisneros - Puerto Olaya - Cruce Ruta 45,0+0000,1+0000,Paso Nacional por Cisneros,0,0,1,0,0,0,0,0,0,0,1,0,,1,1.023,1,0,0,1
ANTIOQUIA,62,6206,Cisneros - Puerto Olaya - Cruce Ruta 45,95+0198,97+1261,Paso Nacional por Puerto Berrio (Incluye el Puente sobre el Río Magdalena),0,0,0.8,2.62,0,0,0,0,0,0,3.42,0,,3.42,3.48,3.42,0.36,0,3.42
ANTIOQUIA,90,9002,Necoclí - Puerto Rey,0+0000,82+0049,Necoclí - Arboletes,27.17,20.36,23.43,4.97,0,0,0.25,5.25,0,0,75.93,5.5,,81.43,80.049,81.43,0,0,81.43
ANTIOQUIA,90,90ANA,Varinte de Arboletes,0+0000,3+0884,Variante de Arboletes,1,3.29,0,0,0,0,0,0,0,0,4.29,0,,4.29,3.88,4.29,1,0,4.29
ANTIOQUIA,90,90ANB,Varinte de Mellitos,0+0000,7+0790,Variante de Mellitos,8.1,0.79,0,0,0,0,0,0,0,0,8.89,0,,8.89,7.79,8.1,0,0,8.1
ATLÁNTICO,27,2702,Salamina - Palermo,0+0000,63+1505,Salamina - Palermo,18.75,0,0,0,0,0,3.47,8.3,28.08,2.9,18.75,42.75,,61.5,61.21,64.11,0,0,64.105
ATLÁNTICO,90,9006,Cartagena - Sabanalarga - Barranquilla,117+0103,117+0664,"Accesos, Orejas y Puente de la Cordialidad",0,0.56,2.49,0,0,0,0,0,0,0,3.05,0,,3.05,3.051,3.05,0,0,3.051
ATLÁNTICO,90,9007,Barranquilla - Santa Marta,0+0000,1+1794,Accesos y Puente Laureano Gómez,0,1.51,0,0,0,0,0,0,0,0,1.51,0,,1.51,2.42,2.43,0,0,2.429
ATLÁNTICO,90A,90A01,Cartagena - Lomita Arena - Barranquilla,109+0148,109+0670,"Accesos, Orejas y Puente Olaya Herrera",0,2.74,0,0,0,0,0,0,0,0,2.74,0,,2.74,2.74,2.96,0,0,2.964
BOLÍVAR,78,7802,Puerta de Hierro - Magangué - Yatí - La Bodega,0+0000,68+0350,Puerta de Hierro - Magangué - Yatí (*),11.8,16.35,36.24,15.78,0,0,0,0,0,0,80.16,0,,80.16,68.36,66.04,1.17,1.17,67.206
BOLÍVAR,78,78BL02,Talaiga Nuevo - Santa Ana,0+0000,4+0450,Talaiga Nuevo - Santa Ana,3.15,1.03,0,0,0,0,0,0,0,0,4.18,0,,4.18,4.18,4.18,0,0,4.18
BOLÍVAR,78,7803,La Bodega - Mompox,0+0000,38+0000,La Bodega - Mompox,1.02,35.41,2.04,0,0,0,0,0,0,0,38.48,0,,38.48,38,38.47,0,0,38.47
BOLÍVAR,78,7804,Mompox - Guamal,0+0000,33+0900,Mompox - Guamal,0,22.15,10.12,0,0,0,2.55,0,0,0,32.28,2.55,,34.83,33.63,34.83,0,0,34.83
BOYACÁ,45,45BY01,Ramal a Puerto Boyacá,0+0000,2+0000,Ramal a Puerto Boyacá (*),0,0,2.34,0.97,0,0,0,0,0,0,3.31,0,,3.31,2,0.69,1.31,1.31,2
BOYACÁ,45A,45ABYB,Variante de Chiquinquira,0+0000,6+0900,Variante de Chiquinquira,1.92,3.93,1.01,0,0,0,0,0,0,0,6.86,0,,6.86,6.86,6.86,0,0,6.855
BOYACÁ,45A,45ACNC,Variante de Ubate,0+0000,3+0100,Variante de Ubate (*),0,3.03,3.12,0.15,0,0,0,0,0,0,6.3,0,,6.3,3.15,0,3.15,3.15,3.15
BOYACÁ,45A,45A05,Ubaté - Puente Nacional,0+0000,89+0340,Ubaté - Puente Nacional (*),12.02,34.69,42.46,6.1,0,0,0,0,0,0,95.28,0,,95.28,90.47,95.28,4.71,4.71,99.988
BOYACÁ,55,5503,Duitama - La Palmera,0+0000,134+0174,Duitama - La Palmera (*),1.99,29.48,78.65,29.75,0,0,0.21,0.21,0.78,0,139.88,1.19,,141.07,135.47,129.83,5.6,5.64,135.47
BOYACÁ,55,55BY11,Santa Rosita - Onzaga,0+0000,6+0953,Santa Rosita - Límites Departamento de Boyacá,0,0,0,0,0,0,0,5.95,0.99,0,0,6.93,,6.93,6.94,6.93,0,0,6.933
BOYACÁ,60,6006,Cruce Ruta 45 (Dos y Medio) - Otanche,0+0000,95+0080,Cruce Ruta 45 (Dos y Medio) - Otanche,17.43,3.94,4.13,7.1,2,0,0,19.89,40.07,0,34.61,59.95,,94.56,94.56,94.56,0,0,94.56
BOYACÁ,60,6007,Otanche - Chiquinquirá,0+0000,32+0000,Otanche - Río Minero,0.26,19.5,3.9,8.13,0,0,0,0,0,0.09,31.8,0.09,,31.89,31.89,31.89,0,0,31.886
BOYACÁ,60,6007,Otanche - Chiquinquirá,32+0000,90+0150,Río Minero - Chiquinquirá,0,10.71,26.7,17.47,0,0,0,1.94,0.45,0,54.89,2.4,,57.29,57.29,57.29,0,0,57.287
BOYACÁ,60,6008,Chiquinquirá - Tunja,0+0000,37+0000,Chiquinquirá - Sáchica,0,12.5,19.1,5.92,0,0,0,0,0,0,37.52,0,,37.52,37.52,37.52,0,0,37.52
BOYACÁ,60,6008,Chiquinquirá - Tunja,37+0000,73+0000,Sáchica - Tunja,0,19.79,10,5.68,0,0,0,0,0,0,35.47,0,,35.47,35.47,35.47,0,0,35.474
BOYACÁ,60,6009,Tunja - Páez,0+0000,118+0000,Tunja - Páez,1.43,22.73,37.19,36.97,0,0,1,8.67,10.4,0,98.32,20.07,,118.4,118.12,117.46,0.47,0.47,117.926
BOYACÁ,62,6209,Barbosa - Tunja,0+0000,64+0000,Barbosa - Tunja,4.89,22.42,32.66,2.96,0,0,0,0,0,0,62.93,0,,62.93,62.94,62.94,0,0,62.938
BOYACÁ,62,6211,Sogamoso - Aguazul,0+0000,16+0000,Sogamoso - El Crucero,0.99,7.91,5.95,0.97,0,0,0,0,0,0,15.83,0,,15.83,15.83,15.83,0,0,15.83
BOYACÁ,62,62BY05,La Ye (Cruce Ruta 62) - Tibasosa - Sogamoso,13+0000,14+1300,Paso Nacional por Sogamoso (*),0,1.41,1,1.38,0,0,0,0,0,0,3.79,0,,3.79,2.38,0.97,1.41,1.41,2.38
BOYACÁ,64,6404,Belén - Sácama,0+0000,128+0500,Belén - Sácama,0.51,4.86,19.93,21.88,0,0,0,6.99,71.17,0,47.18,78.16,,125.34,125.34,125.34,0,0,125.341
CALDAS,25,2508,Cauyá - La Pintada,0+0000,60+1000,Cauyá - La Felisa (*),15.39,36.85,9,0,0,0,0,0,0,0,61.23,0,,61.23,61.07,60.9,0.17,0.17,61.066
CALDAS,29,2902,Pereira - Manizales,28+0600,45+0000,Chinchiná - Estación Uribe,5.57,10.92,0,0,0,0,0,0,0,0,16.49,0,,16.49,16.487,16.49,0,0,16.487
CALDAS,50,5005,Tres Puertas - Puente La Libertad,23+0880,33+0880,Estación Uribe - Puente La Libertad (*),5.4,13.93,0,0,0,0,0,0,0,0,19.33,0,,19.33,10.15,0.99,9.18,9.18,10.17
CALDAS,50,5006,Puente La Libertad - Fresno,0+0000,82+1024,Puente La Libertad - Fresno (*),45.88,28.01,9.01,0,0,0,0,0,0,0,82.9,0,,82.9,82.91,80.92,0.99,0.99,81.91
CAQUETÁ,20,2003,Altamira - Gabinete - Florencia,38+0000,73+0747,Gabinete - El Caraño,0,0,7.81,1.18,0,0,20.34,6.33,0.23,0,8.99,26.9,,35.88,35.88,35.88,0,0,35.878
CAQUETÁ,20,2003A,Orrapihuasi - Depresión El Vergel - Florencia,41+0742,83+0537,Depresión El Vergel - Florencia,25.37,11.9,4.52,0,0,0,0,0,0,0,41.8,0,,41.8,41.8,41.8,0,0,41.795
CAQUETÁ,20,20CQ01,Cruce Tramo 2003 - Cruce Tramo 2003A,0+0000,1+0027,Cruce Tramo 2003 (El Caraño) - Cruce Tramo 2003A (Las Doradas),0,0,1,0,0,0,0,0,0,0,1,0,,1.003,1.03,1.03,0,0,1.027
CAQUETÁ,30,3002,Balsillas - Mina Blanca,57+0500,111+0000,Santo Domingo - Mina Blanca,0,3,22.29,28.95,0,0,0,0,0,0,54.24,0,,54.24,54.5,54.24,0,0,54.24
CAQUETÁ,65,6501,Villagarzón - San José del Fragua,55+0600,111+0000,Puerto Bello - San José del Fragua,28.78,1.06,0,0,0,0,8.9,8.72,7.93,0,29.84,25.55,,55.39,55.39,55.4,0,0,55.4
CAQUETÁ,65,6502,San José del Fragua - Florencia,0+0000,58+0066,San José del Fragua - Florencia,20.95,37.06,0.36,0.18,0,0,0,0,0,0,58.54,0,,58.54,58.15,57.74,0.4,0.4,58.137
CAQUETÁ,65,6503,Florencia - Puerto Rico,0+0000,96+0763,Florencia - Puerto Rico (*),63.59,20.03,12.42,1,0,0,0,0,0,0,97.05,0,,97.05,96.07,96.11,0.47,0.47,96.577
CAQUETÁ,65,6504,Puerto Rico - Mina Blanca,0+0000,81+0092,Puerto Rico - Mina Blanca,0,12.32,24.95,52.98,0,0,0,0,0,0,90.24,0,,90.24,81.42,90.24,0,0,90.24
CAQUETÁ,85,8501,Leticia - Tarapacá,4+0386,25+0000,Leticia - Tarapacá,0,4.86,9.71,2.02,0,0,0,0,3.71,0,16.59,3.71,,20.31,20.07,20.31,0,0,20.31
CASANARE,62,6211,Sogamoso - Aguazul,16+0000,118+0616,El Crucero - Aguazul,0,32.43,46.46,22.73,0,0,0,0,0,0,101.62,0,,101.62,101.68,101.61,0,0,101.606
CASANARE,64,6405,Sácama - Cruce Ruta 65,0+0000,32+0080,Sácama - Cruce Ruta 65 (La Cabuya) (*),0,1.28,5,2.3,0,0,10.1,7.7,6.6,0.1,8.58,24.5,,33.08,33.28,31.08,1,1,32.08
CASANARE,65,6512,Monterrey - Yopal,103+0287,105+0448,Paso Nacional por Yopal (*),0,0,2.37,0,0,0,0,0,0,0,2.37,0,,2.37,2.03,1.95,0.21,0.21,2.16
CASANARE,65,6513,Yopal - Paz de Ariporo,0+0000,90+0380,Yopal - Paz de Ariporo,0,50.17,27.05,13.43,0,0,0,0,0,0,90.65,0,,90.65,90.65,90.65,0,0,90.65
CASANARE,65,6514,Paz de Ariporo - La Cabuya,0+0000,73+0380,Paz de Ariporo - La Cabuya,1.93,32.7,15.21,0,0,0.17,10.02,11.1,2,0,49.83,23.28,,73.11,73.01,73.11,0,0,73.113
CASANARE,65,6515,La Cabuya - Saravena,0+0000,129+0180,La Cabuya - Saravena (*),0,6.28,110.64,14.27,0,0,0,0,0,0,131.18,0,,131.18,131.98,125.62,2.02,3.54,129.16
CASANARE,66,6605,Tame - Corocoro,0+0000,131+0970,Tame - Corocoro,0,29.92,0,101.1,0,0,0,0,0,0,131.02,0,,131.02,130.54,130.54,0,0,130.539
CASANARE,66,6606,Corocoro - Arauca,0+0000,44+0280,Corocoro - Arauca,0,1.98,15.65,28.95,0,0,0,0,0,0,46.58,0,,46.58,47.13,41.31,2.64,2.63,43.936
CAUCA,12,1203,La Lupa - Santa Rosa,0+0000,110+0265,La Lupa - Santiago,0,32.16,9.65,8.06,1.15,0,36.12,19.29,4.13,0,51.02,59.54,,110.56,111.46,110.56,0,0,110.562
CAUCA,20,2001,Munchique - Tablón - Popayán,0+0000,58+0050,Munchique  - Popayán,0,1.52,24.34,5.11,0,0,3.16,0,22.78,0,30.97,25.94,,56.91,56.91,56.91,0,0,56.91
CAUCA,20,2002,Popayán - La Portada,0+0000,67+0370,Popayán - Río Mazamorras,9.19,8.76,12.57,13.99,0,0,0,0,23.14,0,44.52,23.14,,67.66,67.66,67.66,0,0,67.657
CAUCA,24,2401,Patico - Candelaria,0+0000,75+0000,Patico - Candelaria,0,12.15,0,0,0,0,7.57,33.13,20.66,0,12.15,61.37,,73.52,73.71,73.52,0,0,73.521
CAUCA,25,2501A,Pasto - Buesaco - Mojarras,102+0000,136+0000,Higuerones - Mojarras,0,0,22.67,11.28,0,0,0,0,0,0,33.95,0,,33.95,33.99,33.95,0,0,33.948
CAUCA,25,25CCB,Variante de Popayán,0+0000,16+0000,Variante de Popayán,8,7.85,0,0,0,0,0,0,0,0,15.85,0,,15.85,15.86,15.86,0,0,15.861
CAUCA,25,2503,Mojarras - Popayán,0+0000,121+0000,Mojarras - Popayán,0,17.98,66.9,36.49,0,0,0,0,0,0,121.37,0,,121.37,121.36,121.36,0,0,121.358
CAUCA,25,2504,Popayán - Cali,77+0030,98+0020,Santander de Quilichao - Puente Valencia sobre el Río Cauca (*),31.47,3,0,0,0,0,0,0,0,0,34.47,0,,34.47,20.56,7.68,13.82,12.97,20.65
CAUCA,25,25CCA,Paso Nacional por Santander de Quilichao,5+0100,6+0500,Paso Nacional por Santander de Quilichao (*),2.8,0,0,0,0,0,0,0,0,0,2.8,0,,2.8,1.4,0,1.4,1.4,1.4
CAUCA,25,25CCC,Variante de Villarica,0+0000,2+0806,Variante de Villarica,2.75,1,0,0,0,0,0,0,0,0,3.75,0,,3.75,3,3,0,0,3
CAUCA,25,25CCD,Variante de Puerto Tejada,0+0000,5+0000,Variante de Puerto Tejada,3,2,0,0,0,0,0,0,0,0,5,0,,5,5,5,0,0,5
CAUCA,25,2504A,Ye de Villarica - Palmira,0+0000,21+0000,Ye de Villarica - Limites Cauca,13.9,5,2,0,0,0,0,0,0,0,20.9,0,,20.9,21,21,0,0,21
CAUCA,25,25CC02,Timbío - El Hato - El Tablón (El Tambo Cruce Ruta 17),0+0000,19+0150,Timbío - El Tablón,0,0.38,1,3.48,0,0.06,7.41,6.83,,0,4.85,14.3,,19.15,19.15,19.16,0,0,19.16
CAUCA,25,25CC04,Popayán - Alto Palacé - El Rosario,0+0000,28+0000,Popayán - El Rosario,0,1.5,0,0.39,0,0,8.87,7,10.5,0,1.89,26.37,,28.26,28.26,28.26,0,0,28.26
CAUCA,25,25CC15,Rosas - La Sierra - La Vega - San Sebastián - Santiago,0+0000,121+0600,Rosas - La Sierra - La Vega - San Sebastián - Santiago,0,28.93,15.29,0.53,0,2.05,34.06,23.02,15.87,0,44.75,75,,119.75,119.75,119.75,0,0,119.75
CAUCA,25,25CC15-1,Santiago - Santa Rosa,121+0600,170+0000,Santiago - Santa Rosa,0,0.72,0,0,0,0,0,32.28,15.65,0,0.72,47.93,,48.65,48.75,48.74,0,0,48.74
CAUCA,26,2601,Morales - Piendamó,0+0000,17+0000,Morales - Piendamó,0,3.01,14.06,0,0,0,0,0,0,0,17.07,0,,17.07,16.6,17.07,0,0,17.072
CAUCA,26,2602,Popayán (Crucero) - Guadualejo,0+0000,109+0010,Popayán (Crucero) - Guadualejo,27.54,18.38,13.97,23.99,0,0,0,0,22.46,0,83.87,22.46,,106.33,104.46,106.3,0,0,106.3
CAUCA,26,2602A,Piendamó - Silvia - Totoró,0+0000,42+0000,Piendamó - Totoró,6.36,24.97,0.44,0,0,0,0,4.65,6.15,0,31.78,10.79,,42.57,41.74,42.57,0,0,42.568
CAUCA,26,26CC03,Silvia - Las Delicias - Jambaló - Toribío,0+0000,28+0700,Jambaló - Toribío,0,0,0,0,0,0,0,25.1,2.9,0,0,28,,28,28,28,0,0,28
CAUCA,26,26CC03-2,Tierracruz - Vitonco - Naranjal,0+0000,75+0000,Tierracruz - Naranjal,0,0,0,0,0,0,0,43,32,0,0,75,,75,72.93,74.99,0,0,74.99
CAUCA,26,26CC04,Cruce 2602 - San Andrés de Pisimbala y Timbichucué - Calderas,0+0000,4+0000,Cruce Tramo 2602 - San Andrés de Pisimbalá,0,0,0,0,0,0,0,3.92,0,0,0,3.92,,3.92,4,3.92,0,0,3.915
CAUCA,26,26CC04,Cruce 2602 - San Andrés de Pisimbala y Timbichucué - Calderas,18+0000,25+0000,Tumbichucué - Calderas,0,0,0,0,0,0,0,0,7.39,0,0,7.39,,7.39,7.3,7.39,0,0,7.385
CAUCA,26,26CC07,Inzá - Las Juntas,0+0000,43+0000,Inzá - Las Juntas,0,0,0.75,0,0,0,0,10.24,32.11,0,0.75,42.35,,43.1,43.1,43.1,0,0,43.1
CAUCA,31,3105,Santander de Quilichao - Florida - Palmira,0+0000,50+0000,Santander de Quilichao - Río Desbaratado (*),0,0.9,46.22,1.85,0,0,0,0,0,0,48.97,0,,48.97,48.97,45.53,1.72,1.72,47.25
CAUCA,37,3701,Garzón - La Plata - Guadualejo,77+0000,87+0750,Puerto Valencia - Guadualejo,0,5.73,0,0,0,0,0,0,3.92,0,5.73,3.92,,9.65,9.19,9.65,0,0,9.65
CAUCA,37,3702,Guadualejo - Belalcazar - El Palo,0+0000,42+0000,Guadualejo - Irlanda,0,0.56,0,1.01,0,0,0,21.69,20.49,0,1.57,42.18,,43.75,44.31,43.75,0,0,43.75
CAUCA,37,3702,Guadualejo - Belalcazar - El Palo,53+0000,138+0200,Puente Río Negro - El Palo,0,0,13.2,12.2,0,0,0,30,16.8,9.4,25.4,56.2,,81.6,81.6,81.6,0,0,81.6
CAUCA,37,37CCA,Variante de Toribío,0+0000,7+0000,Rionegro - Tacueyó,0,0,0.25,0,0,0,0,5.55,1.95,0,0.25,7.5,,7.75,7.75,7.75,0,0,7.75
CAUCA,37,37CCB,Variante de Pajarito,0+0000,1+0000,Variante de Pajarito,0,0,0,0,0,0,0,0,1,0,0,1,,1,1,1,0,0,1
CESAR,43,4313,El Banco - Arjona - Pueblo Nuevo,21+0000,73+0754,San José - Ye de Arjona (*),4.03,6.13,7.06,30.35,5.98,0,0,0,0,0,53.54,0,,53.54,53.55,53.55,0,0,53.55
CESAR,43,43CS02,Arjona - El Paso - Cuatro Vientos,0+0000,31+0860,Ye de Arjona - Cuatrovientos,0,3,8.03,20.7,0,0,0,0,0,0,31.73,0,,31.73,31.72,31.72,0,0,31.72
CESAR,45,4515,La Mata - San Roque,0+0000,86+1702,La Mata - San Roque,33.63,80.56,12.99,1.8,0,0,0,0,0,0,128.98,0,,128.98,87.71,45.65,41.18,42.15,87.798
CESAR,45,45CS09,Cuatro Vientos - Codazzi,0+0000,64+0011,Cuatro Vientos - Codazzi,0,3.3,5.7,17.21,10,0,0,1,23.9,3.3,36.21,28.2,,64.41,64.41,64.41,0,0,64.41
CESAR,49,4901,San Roque - La Paz,0+0000,140+0000,San Roque - La Paz (*),28.94,46.95,49.92,15.8,0,0,0,0,0,0,141.62,0,,141.62,139.92,133.61,4,4,137.61
CESAR,49,4902,La Paz - Tamarrazón,0+0000,6+0199,La Paz - Rio Pereira (*),4,1,1.22,0,0,0,0,0,0,0,6.22,0,,6.22,6.18,5.94,0.28,0.28,6.22
CESAR,78,7806,El Banco - El Burro,28+0000,45+0064,Tamalameque - El Burro,9.1,7.87,0,0,0,0,0,0,0,0.19,16.96,0.19,,17.15,17.15,17,0,0,17
CESAR,80,8004,Valledupar - Manaure,0+0000,13+0368,Valledupar - La Paz,8.39,0,2,3,0,0,0,0,0,0,13.39,0,,13.39,13.49,13.39,0,0,13.39
CESAR,80,8004A,Valledupar - San Jaun del Cesar,0+0000,33+0000,Valledupar - Badillo,0,6.02,11.89,15,0,0,0,0,0,0,32.9,0,,32.9,32.54,32.9,0,0,32.9
CHOCÓ,13,1307,Nóvita - Las Animas - Quibdó,43+0000,55+0000,Las Animas - Certeguí,0,11.33,0,0,0,0,0,0,0,0,11.33,0,,11.33,11.33,11.33,0,0,11.329
CHOCÓ,13,1307,Nóvita - Las Animas - Quibdó,55+0000,100+0000,Certeguí - Quibdó,2.17,5.6,35.33,0,0,0,0,0,0,0,43.1,0,,43.1,43.34,43.1,0,0,43.1
CHOCÓ,50,5001,Nuquí - La Ye (Las Animas),60+0000,130+0000,Río Pató (El Afirmado) - La Ye (Las Animas),0,0,0,0,0,0,0,36.57,11.92,20.45,0,68.93,,68.93,68.93,68.93,0,0,68.934
CHOCÓ,50,5002,Las Animas - Santa Cecilia,0+0000,50+0000,Las Animas - Mumbú,12.73,34.72,0,0,0,0,0,0.44,0,0,47.46,0.44,,47.9,48.71,47.9,0,0,47.9
CHOCÓ,60,6002,Quibdó - La Mansa,0+0000,114+0984,Quibdó - La Mansa,20.81,29.13,15.66,3.78,0,0,0,15.42,22.11,0,69.38,37.54,,106.92,106.61,107.05,0,0,107.046
CÓRDOBA,21,2103,Montería - Lorica,6+0942,10+0764,Paso Nacional por Cereté,0.05,0.76,2.84,0.21,0,0,0,0,0,0,3.86,0,,3.86,3.75,3.48,0.17,0.21,3.687
CÓRDOBA,21,2103,Montería - Lorica,48+0222,49+1360,Paso Nacional por Lorica,0,0,2.11,0,0,0,0,0,0,0,2.11,0,,2.11,2.12,2.11,0,0,2.113
CÓRDOBA,25,2513,Caucasia - Planeta Rica,0+0000,2+0780,Paso Nacional por Caucasia,0,0,1.78,1.02,0,0,0,0,0,0,2.79,0,,2.79,2.79,2.79,0,0,2.79
CÓRDOBA,25,2513,Caucasia - Planeta Rica,18+0876,19+0546,Puente San Jorge Antiguo y Accesos,0,0.55,0.23,0,0,0,0,0,0,0,0.78,0,,0.78,0.78,0.78,0,0,0.78
CÓRDOBA,25,2513,Caucasia - Planeta Rica,62+0000,66+0874,Paso Nacional por Planeta Rica,0,0,3,1.9,0,0,0,0,0,0,4.9,0,,4.9,4.89,4.9,0,0,4.897
CÓRDOBA,25,2514,Planeta Rica - Chinú - Sincelejo,0+0000,52+0000,Planeta Rica - La Ye,2.07,12.82,27.38,9.93,0,0,0,0,0,0,52.2,0,,52.2,51.85,52.2,0,0,52.197
CÓRDOBA,74,7401,Puerto Rey - Monteria,63+0340,64+0000,Puente Rojas Pinilla,0,0,0.32,0,0,0,0,0,0,0,0.32,0,,0.32,0.43,0.43,0,0,0.43
CÓRDOBA,74,7403,El Viajano - Guayepo,0+0000,49+0904,El Viajano - San Marcos,41.87,5.97,1.85,0,0,0,0,0,0,0,49.69,0,,49.69,49.19,49.69,0,0,49.688
CÓRDOBA,74,74CR02,Santa Lucía - Moñitos,0+0000,55+0000,Santa Lucía - Moñitos,5.46,2.49,1,0,0,2.44,13.65,13.01,16.92,0,8.96,46.03,,54.98,54.93,54.93,0,0,54.929
CÓRDOBA,78,7801,Lorica - Chinú,0+0000,52+0000,Lorica - Chinú,0,2,6.02,43.23,0,0,0,0,0,0,51.26,0,,51.26,51.14,51.14,0,0,51.135
CÓRDOBA,90,9002,Necoclí - Puerto Rey,82+0049,86+0858,Arboletes - Puerto Rey,0.86,3,1,0,0,0,0,0,0,0,4.86,0,,4.86,4.87,4.87,0,0,4.868
CÓRDOBA,90,9003,Puerto Rey - Moñitos - Lorica,0+0000,49+0000,Moñitos - Lorica,1.01,2,18.09,28.1,0,0,0,0,0,0,49.21,0,,49.21,48.21,48.21,0,0,48.206
